seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr7	157129637	157129818	182	*	X7807	10049	157129710	157210133	80424	+	0	overlapStart	0	DNAJB6
chr7	158497764	158497785	22	*	X7808	54892	158424003	158497520	73518	-	243	upstream	243	NCAPG2
chr7	158497834	158497847	14	*	X7809	54892	158424003	158497520	73518	-	313	upstream	313	NCAPG2
chr7	158622465	158622491	27	*	X7811	57488	158523689	158622319	98631	-	145	upstream	145	ESYT2
chr7	158649212	158649416	205	*	X7812	55112	158649269	158738883	89615	+	0	overlapStart	0	DYNC2I1
chr7	1609528	1609598	71	*	X7814	114796	1609709	1629261	19553	+	110	upstream	110	PSMG3-AS1
chr7	1609528	1609598	71	*	X7814	84262	1606970	1609668	2699	-	0	inside	69	PSMG3
chr7	1609807	1610022	216	*	X7815	114796	1609709	1629261	19553	+	0	inside	97	PSMG3-AS1
chr7	1609807	1610022	216	*	X7815	84262	1606970	1609668	2699	-	138	upstream	138	PSMG3
chr7	16460721	16460728	8	*	X7818	729920	16127152	16460947	333796	-	0	inside	218	CRPPA
chr7	16685526	16685587	62	*	X7819	28969	16685759	16746148	60390	+	171	upstream	171	BZW2
chr7	16685526	16685587	62	*	X7819	57037	16639401	16685442	46042	-	83	upstream	83	ANKMY2
chr7	16685640	16685989	350	*	X7820	28969	16685759	16746148	60390	+	0	overlapStart	0	BZW2
chr7	16685640	16685989	350	*	X7820	57037	16639401	16685442	46042	-	197	upstream	197	ANKMY2
chr7	17980006	17980425	420	*	X7821	23161	17830385	17980131	149747	-	0	overlapStart	0	SNX13
chr7	19748507	19748650	144	*	X7822	221830	19735085	19748660	13576	-	0	inside	9	POLR1F
chr7	21985061	21985289	229	*	X7823	55536	21940517	21985542	45026	-	0	inside	252	CDCA7L
chr7	21985395	21985860	466	*	X7824	55536	21940517	21985542	45026	-	0	overlapStart	0	CDCA7L
chr7	21985883	21985912	30	*	X7825	55536	21940517	21985542	45026	-	340	upstream	340	CDCA7L
chr7	2272565	2272607	43	*	X7826	8379	1855428	2272583	417156	-	0	overlapStart	0	MAD1L1
chr7	2272690	2272811	122	*	X7827	8379	1855428	2272583	417156	-	106	upstream	106	MAD1L1
chr7	2281681	2281724	44	*	X7828	29960	2273926	2281833	7908	-	0	inside	108	MRM2
chr7	2281681	2281724	44	*	X7828	4521	2281857	2290780	8924	+	132	upstream	132	NUDT1
chr7	2281742	2281958	217	*	X7829	29960	2273926	2281833	7908	-	0	overlapStart	0	MRM2
chr7	2281742	2281958	217	*	X7829	4521	2281857	2290780	8924	+	0	overlapStart	0	NUDT1
chr7	22862311	22862530	220	*	X7830	54543	22852251	22862471	10221	-	0	overlapStart	0	TOMM7
chr7	23145214	23145330	117	*	X7831	100775104	23140847	23145322	4476	-	0	overlapStart	0	KLHL7-DT
chr7	23145214	23145330	117	*	X7831	55975	23145353	23215038	69686	+	22	upstream	22	KLHL7
chr7	23145383	23145596	214	*	X7832	100775104	23140847	23145322	4476	-	60	upstream	60	KLHL7-DT
chr7	23145383	23145596	214	*	X7832	55975	23145353	23215038	69686	+	0	inside	29	KLHL7
chr7	23221633	23221649	17	*	X7833	11097	23221446	23240630	19185	+	0	inside	186	NUP42
chr7	23338971	23338981	11	*	X7834	115416	23338940	23349180	10241	+	0	inside	30	MALSU1
chr7	23339000	23339089	90	*	X7835	115416	23338940	23349180	10241	+	0	inside	59	MALSU1
chr7	23571497	23571654	158	*	X7837	29896	23544401	23571656	27256	-	0	inside	1	TRA2A
chr7	23636980	23637041	62	*	X7838	90693	23636998	23684327	47330	+	0	overlapStart	0	CCDC126
chr7	23637054	23637074	21	*	X7839	90693	23636998	23684327	47330	+	0	inside	55	CCDC126
chr7	2393636	2393789	154	*	X7840	8662	2394474	2420377	25904	+	684	upstream	684	EIF3B
chr7	2393812	2393822	11	*	X7841	8662	2394474	2420377	25904	+	651	upstream	651	EIF3B
chr7	2393966	2394618	653	*	X7842	8662	2394474	2420377	25904	+	0	overlapStart	0	EIF3B
chr7	2442836	2442870	35	*	X7843	55501	2443195	2474216	31022	+	324	upstream	324	CHST12
chr7	24612990	24613091	102	*	X7844	51678	24613085	24727498	114414	+	0	overlapStart	0	PALS2
chr7	25164750	25164976	227	*	X7847	54205	25158270	25164980	6711	-	0	inside	3	CYCS
chr7	26239773	26240453	681	*	X7848	11335	26240831	26253227	12397	+	377	upstream	377	CBX3
chr7	26239773	26240453	681	*	X7848	3181	26229556	26240413	10858	-	0	overlapStart	0	HNRNPA2B1
chr7	26240580	26240584	5	*	X7849	11335	26240831	26253227	12397	+	246	upstream	246	CBX3
chr7	26240580	26240584	5	*	X7849	3181	26229556	26240413	10858	-	166	upstream	166	HNRNPA2B1
chr7	27702344	27702427	84	*	X7850	11112	27565059	27702620	137562	-	0	inside	192	HIBADH
chr7	29724451	29724475	25	*	X7853	442524	29724770	29749688	24919	+	294	upstream	294	DPY19L2P3
chr7	29724489	29724528	40	*	X7854	442524	29724770	29749688	24919	+	241	upstream	241	DPY19L2P3
chr7	29724545	29724940	396	*	X7855	442524	29724770	29749688	24919	+	0	overlapStart	0	DPY19L2P3
chr7	30174649	30174726	78	*	X7858	222166	30174552	30202381	27830	+	0	inside	96	MTURN
chr7	30634230	30634723	494	*	X7860	2617	30634181	30673648	39468	+	0	inside	48	GARS1
chr7	30634230	30634723	494	*	X7860	401320	30555926	30634419	78494	-	0	overlapStart	0	GARS1-DT
chr7	32931282	32931295	14	*	X7864	25948	32907778	32931468	23691	-	0	inside	172	KBTBD2
chr7	32931317	32931400	84	*	X7865	25948	32907778	32931468	23691	-	0	inside	67	KBTBD2
chr7	32997262	32997285	24	*	X7866	11328	32997005	33046543	49539	+	0	inside	256	FKBP9
chr7	33102271	33102374	104	*	X7867	51251	33053725	33102409	48685	-	0	inside	34	NT5C3A
chr7	35840587	35840897	311	*	X7869	989	35840596	35946715	106120	+	0	overlapStart	0	SEPTIN7
chr7	36429411	36429428	18	*	X7870	54443	36429432	36493400	63969	+	3	upstream	3	ANLN
chr7	36429449	36429628	180	*	X7871	23366	36363759	36429734	65976	-	0	inside	105	KIAA0895
chr7	36429449	36429628	180	*	X7871	54443	36429432	36493400	63969	+	0	inside	16	ANLN
chr7	36429677	36430088	412	*	X7872	23366	36363759	36429734	65976	-	0	overlapStart	0	KIAA0895
chr7	36429677	36430088	412	*	X7872	54443	36429432	36493400	63969	+	0	inside	244	ANLN
chr7	39605761	39606117	357	*	X7873	57002	39606003	39612480	6478	+	0	overlapStart	0	YAE1
chr7	39662983	39663122	140	*	X7874	5898	39663152	39747723	84572	+	29	upstream	29	RALA
chr7	39663194	39663403	210	*	X7875	5898	39663152	39747723	84572	+	0	inside	41	RALA
chr7	39989641	39989741	101	*	X7876	8621	39989959	40136733	146775	+	217	upstream	217	CDK13
chr7	39989779	39989896	118	*	X7877	8621	39989959	40136733	146775	+	62	upstream	62	CDK13
chr7	40173953	40174533	581	*	X7878	136647	40172342	40174251	1910	-	0	overlapStart	0	MPLKIP
chr7	40173953	40174533	581	*	X7878	79783	40174575	40900366	725792	+	41	upstream	41	SUGCT
chr7	42971641	42971676	36	*	X7880	5683	42956462	42971805	15344	-	0	inside	128	PSMA2
chr7	42971641	42971676	36	*	X7880	64983	42971939	42977453	5515	+	262	upstream	262	MRPL32
chr7	42971641	42971676	36	*	X7880	79020	42948872	42971805	22934	-	0	inside	128	C7orf25
chr7	42971690	42971729	40	*	X7881	5683	42956462	42971805	15344	-	0	inside	75	PSMA2
chr7	42971690	42971729	40	*	X7881	64983	42971939	42977453	5515	+	209	upstream	209	MRPL32
chr7	42971690	42971729	40	*	X7881	79020	42948872	42971805	22934	-	0	inside	75	C7orf25
chr7	42971912	42971941	30	*	X7882	5683	42956462	42971805	15344	-	106	upstream	106	PSMA2
chr7	42971912	42971941	30	*	X7882	64983	42971939	42977453	5515	+	0	overlapStart	0	MRPL32
chr7	42971912	42971941	30	*	X7882	79020	42948872	42971805	22934	-	106	upstream	106	C7orf25
chr7	42971957	42972160	204	*	X7883	5683	42956462	42971805	15344	-	151	upstream	151	PSMA2
chr7	42971957	42972160	204	*	X7883	64983	42971939	42977453	5515	+	0	inside	17	MRPL32
chr7	42971957	42972160	204	*	X7883	79020	42948872	42971805	22934	-	151	upstream	151	C7orf25
chr7	43622759	43622867	109	*	X7884	9263	43622692	43666978	44287	+	0	inside	66	STK17A
chr7	43622977	43623325	349	*	X7885	9263	43622692	43666978	44287	+	0	inside	284	STK17A
chr7	43768863	43769386	524	*	X7886	55744	43648055	43769140	121086	-	0	overlapStart	0	COA1
chr7	43908948	43909125	178	*	X7887	64951	43906157	43909145	2989	-	0	inside	19	MRPS24
chr7	43966139	43966306	168	*	X7888	51619	43966035	43995735	29701	+	0	inside	103	UBE2D4
chr7	43966139	43966306	168	*	X7888	55665	43915501	43965996	50496	-	142	upstream	142	URGCP
chr7	44058660	44058723	64	*	X7889	84820	43980494	44058748	78255	-	0	inside	24	POLR2J4
chr7	44121934	44122016	83	*	X7890	27434	44111847	44122129	10283	-	0	inside	112	POLM
chr7	44530003	44530655	653	*	X7891	23386	44421965	44530385	108421	-	0	overlapStart	0	NUDCD3
chr7	44530669	44530683	15	*	X7892	23386	44421965	44530385	108421	-	283	upstream	283	NUDCD3
chr7	44621731	44621812	82	*	X7893	222068	44618762	44621827	3066	-	0	inside	14	TMED4
chr7	44646018	44646046	29	*	X7894	4967	44646121	44748669	102549	+	74	upstream	74	OGDH
chr7	44646087	44646132	46	*	X7895	4967	44646121	44748669	102549	+	0	overlapStart	0	OGDH
chr7	44836140	44836453	314	*	X7898	5478	44836241	44842716	6476	+	0	overlapStart	0	PPIA
chr7	44836515	44836865	351	*	X7899	5478	44836241	44842716	6476	+	0	inside	273	PPIA
chr7	44925299	44925312	14	*	X7902	5814	44915892	44924960	9069	-	338	upstream	338	PURB
chr7	45026080	45026430	351	*	X7903	285958	45022627	45026259	3633	-	0	overlapStart	0	SNHG15
chr7	45026080	45026430	351	*	X7903	677798	45024977	45025109	133	-	970	upstream	970	SNORA9
chr7	45150933	45151458	526	*	X7904	9238	45139699	45151346	11648	-	0	overlapStart	0	TBRG4
chr7	4681529	4681716	188	*	X7905	221937	4683388	4811074	127687	+	1671	upstream	1671	FOXK1
chr7	48018941	48019245	305	*	X7906	3364	48002885	48019222	16338	-	0	overlapStart	0	HUS1
chr7	4815043	4815091	49	*	X7909	9907	4815262	4834026	18765	+	170	upstream	170	AP5Z1
chr7	4815265	4815404	140	*	X7910	9907	4815262	4834026	18765	+	0	inside	2	AP5Z1
chr7	4815418	4815431	14	*	X7911	9907	4815262	4834026	18765	+	0	inside	155	AP5Z1
chr7	5013655	5013810	156	*	X7912	441191	5013616	5037800	24185	+	0	inside	38	RNF216P1
chr7	50517882	50518045	164	*	X7915	63979	50511832	50518088	6257	-	0	inside	42	FIGNL1
chr7	5085490	5085648	159	*	X7916	57786	5085452	5109119	23668	+	0	inside	37	RBAK
chr7	5466872	5466895	24	*	X7917	84629	5346423	5465045	118623	-	1826	upstream	1826	TNRC18
chr7	54826792	54826934	143	*	X7918	23480	54819940	54826939	7000	-	0	inside	4	SEC61G
chr7	54827069	54827215	147	*	X7919	23480	54819940	54826939	7000	-	129	upstream	129	SEC61G
chr7	5569309	5569978	670	*	X7922	60	5566779	5570232	3454	-	0	inside	253	ACTB
chr7	5570137	5570177	41	*	X7923	60	5566779	5570232	3454	-	0	inside	54	ACTB
chr7	56131892	56132202	311	*	X7926	25870	56131917	56148365	16449	+	0	overlapStart	0	SUMF2
chr7	56174134	56174147	14	*	X7927	51142	56169266	56174187	4922	-	0	inside	39	CHCHD2
chr7	5821162	5821317	156	*	X7928	54476	5659672	5821361	161690	-	0	inside	43	RNF216
chr7	6048908	6048918	11	*	X7929	5395	6012870	6048737	35868	-	170	upstream	170	PMS2
chr7	6048908	6048918	11	*	X7929	7965	6048882	6063465	14584	+	0	inside	25	AIMP2
chr7	6048950	6049244	295	*	X7930	5395	6012870	6048737	35868	-	212	upstream	212	PMS2
chr7	6048950	6049244	295	*	X7930	7965	6048882	6063465	14584	+	0	inside	67	AIMP2
chr7	6098539	6098831	293	*	X7932	27102	6061878	6098860	36983	-	0	inside	28	EIF2AK1
chr7	6144134	6144349	216	*	X7933	84132	6144550	6201195	56646	+	200	upstream	200	USP42
chr7	65235514	65235525	12	*	X7935	441242	65111924	65235797	123874	-	0	inside	271	LOC441242
chr7	6523699	6523801	103	*	X7936	11014	6500712	6523849	23138	-	0	inside	47	KDELR2
chr7	6523699	6523801	103	*	X7936	221955	6448747	6523849	75103	-	0	inside	47	DAGLB
chr7	65447037	65447313	277	*	X7938	2990	65425673	65447301	21629	-	0	overlapStart	0	GUSB
chr7	66057212	66057406	195	*	X7941	493754	65993455	66057371	63917	-	0	overlapStart	0	GS1-124K5.11
chr7	6617025	6617236	212	*	X7946	55146	6617065	6628610	11546	+	0	overlapStart	0	ZDHHC4
chr7	6629659	6629861	203	*	X7947	79034	6629915	6648355	18441	+	53	upstream	53	C7orf26
chr7	66309672	66310077	406	*	X7948	729156	66274980	66309813	34834	-	0	overlapStart	0	GTF2IRD1P1
chr7	66310115	66310135	21	*	X7949	729156	66274980	66309813	34834	-	301	upstream	301	GTF2IRD1P1
chr7	66385770	66386276	507	*	X7950	55069	66386203	66423538	37336	+	0	overlapStart	0	TMEM248
chr7	66460371	66460528	158	*	X7951	51119	66452690	66460588	7899	-	0	inside	59	SBDS
chr7	66460371	66460528	158	*	X7951	55253	66461792	66704507	242716	+	1263	upstream	1263	TYW1
chr7	66767718	66767751	34	*	X7952	5382	66657747	66767429	109683	-	288	upstream	288	PMS2P4
chr7	66767718	66767751	34	*	X7952	64940	66767625	66786513	18889	+	0	inside	92	STAG3L4
chr7	66767763	66767905	143	*	X7953	5382	66657747	66767429	109683	-	333	upstream	333	PMS2P4
chr7	66767763	66767905	143	*	X7953	64940	66767625	66786513	18889	+	0	inside	137	STAG3L4
chr7	6746410	6746436	27	*	X7954	7559	6728064	6746566	18503	-	0	inside	129	ZNF12
chr7	6746472	6746482	11	*	X7955	7559	6728064	6746566	18503	-	0	inside	83	ZNF12
chr7	72300066	72300225	160	*	X7956	155370	72299952	72307978	8027	+	0	inside	113	SBDSP1
chr7	72300066	72300225	160	*	X7956	441250	72023729	72298813	275085	-	1252	upstream	1252	TYW1B
chr7	72722784	72722798	15	*	X7958	55695	72716514	72722864	6351	-	0	inside	65	NSUN5
chr7	72971883	72971905	23	*	X7960	9275	72950683	72972065	21383	-	0	inside	159	BCL7B
chr7	72971941	72971964	24	*	X7961	9275	72950683	72972065	21383	-	0	inside	100	BCL7B
chr7	72972007	72972090	84	*	X7962	9275	72950683	72972065	21383	-	0	overlapStart	0	BCL7B
chr7	72972114	72972213	100	*	X7963	9275	72950683	72972065	21383	-	48	upstream	48	BCL7B
chr7	72992675	72992937	263	*	X7964	26608	72983277	72993013	9737	-	0	inside	75	TBL2
chr7	73097625	73097729	105	*	X7965	114049	73097898	73119491	21594	+	168	upstream	168	BUD23
chr7	73097625	73097729	105	*	X7965	84277	73095248	73097781	2534	-	0	inside	51	DNAJC30
chr7	73133826	73133889	64	*	X7966	6804	73113535	73134017	20483	-	0	inside	127	STX1A
chr7	73588437	73588448	12	*	X7967	7458	73588706	73611429	22724	+	257	upstream	257	EIF4H
chr7	73588468	73588562	95	*	X7968	7458	73588706	73611429	22724	+	143	upstream	143	EIF4H
chr7	73588661	73588849	189	*	X7969	7458	73588706	73611429	22724	+	0	overlapStart	0	EIF4H
chr7	73703873	73703883	11	*	X7971	7461	73703805	73820273	116469	+	0	inside	67	CLIP2
chr7	73703900	73703917	18	*	X7972	7461	73703805	73820273	116469	+	0	inside	94	CLIP2
chr7	74071667	74071827	161	*	X7973	2969	74072030	74175022	102993	+	202	upstream	202	GTF2I
chr7	74072051	74072092	42	*	X7974	2969	74072030	74175022	102993	+	0	inside	20	GTF2I
chr7	74072111	74072123	13	*	X7975	2969	74072030	74175022	102993	+	0	inside	80	GTF2I
chr7	74072140	74072158	19	*	X7976	2969	74072030	74175022	102993	+	0	inside	109	GTF2I
chr7	74489623	74489650	28	*	X7979	81554	74456283	74489699	33417	-	0	inside	48	RCC1L
chr7	75115353	75115599	247	*	X7981	100101267	75046065	75115568	69504	-	0	overlapStart	0	POM121C
chr7	75157214	75157457	244	*	X7982	5387	75137069	75157453	20385	-	0	overlapStart	0	PMS2P3
chr7	75508346	75508480	135	*	X7984	57414	75508317	75518244	9928	+	0	inside	28	RHBDD2
chr7	75508537	75508549	13	*	X7985	57414	75508317	75518244	9928	+	0	inside	219	RHBDD2
chr7	75544113	75544264	152	*	X7986	100616270	75544515	75544587	73	+	250	upstream	250	MIR4651
chr7	75544113	75544264	152	*	X7986	5447	75544420	75616173	71754	+	155	upstream	155	POR
chr7	75544514	75544677	164	*	X7987	100616270	75544515	75544587	73	+	0	includeFeature	0	MIR4651
chr7	75544514	75544677	164	*	X7987	5447	75544420	75616173	71754	+	0	inside	93	POR
chr7	75677156	75677558	403	*	X7988	4191	75677393	75695930	18538	+	0	overlapStart	0	MDH2
chr7	75677156	75677558	403	*	X7988	51657	75625655	75677321	51667	-	0	overlapStart	0	STYXL1
chr7	75987877	75988341	465	*	X7991	7532	75956108	75988342	32235	-	0	inside	0	YWHAG
chr7	7606461	7606714	254	*	X7993	54468	7606616	7647110	40495	+	0	overlapStart	0	MIOS
chr7	76178647	76178854	208	*	X7994	100133091	76178658	76257299	78642	+	0	overlapStart	0	LOC100133091
chr7	76256729	76256787	59	*	X7995	22932	76239303	76256620	17318	-	108	upstream	108	POMZP3
chr7	766086	766113	28	*	X7996	54919	766338	826116	59779	+	224	upstream	224	DNAAF5
chr7	766301	766390	90	*	X7997	54919	766338	826116	59779	+	0	overlapStart	0	DNAAF5
chr7	766444	766458	15	*	X7998	54919	766338	826116	59779	+	0	inside	105	DNAAF5
chr7	77428203	77428323	121	*	X7999	57157	77428109	77586821	158713	+	0	inside	93	PHTF2
chr7	77428203	77428323	121	*	X7999	85025	77423045	77427747	4703	-	455	upstream	455	TMEM60
chr7	855210	855244	35	*	X8001	23353	855194	914557	59364	+	0	inside	15	SUN1
chr7	855300	855405	106	*	X8002	23353	855194	914557	59364	+	0	inside	105	SUN1
chr7	86781767	86782227	461	*	X8004	9988	86781677	86825648	43972	+	0	inside	89	DMTF1
chr7	87505524	87506030	507	*	X8005	10926	87505544	87538856	33313	+	0	overlapStart	0	DBF4
chr7	87505524	87506030	507	*	X8005	55972	87463814	87505692	41879	-	0	overlapStart	0	SLC25A40
chr7	87563462	87563907	446	*	X8006	53616	87563566	87832204	268639	+	0	overlapStart	0	ADAM22
chr7	89874480	89874518	39	*	X8010	79846	89874488	89940377	65890	+	0	overlapStart	0	CFAP69
chr7	91509965	91510091	127	*	X8013	7978	91431460	91510016	78557	-	0	overlapStart	0	MTERF1
chr7	91569980	91570386	407	*	X8014	10142	91570189	91739987	169799	+	0	overlapStart	0	AKAP9
chr7	92076719	92076903	185	*	X8017	57798	92076762	92089381	12620	+	0	overlapStart	0	GATAD1
chr7	92157619	92157668	50	*	X8018	5189	92116337	92157845	41509	-	0	inside	176	PEX1
chr7	92157619	92157668	50	*	X8018	84060	92158087	92167319	9233	+	418	upstream	418	RBM48
chr7	92158078	92158104	27	*	X8019	5189	92116337	92157845	41509	-	232	upstream	232	PEX1
chr7	92158078	92158104	27	*	X8019	84060	92158087	92167319	9233	+	0	overlapStart	0	RBM48
chr7	92219307	92219794	488	*	X8020	257415	92190072	92219706	29635	-	0	overlapStart	0	FAM133B
chr7	94138972	94139116	145	*	X8021	64921	94139170	94186328	47159	+	53	upstream	53	CASD1
chr7	95064118	95064463	346	*	X8023	5445	95034174	95064384	30211	-	0	overlapStart	0	PON2
chr7	95950952	95951470	519	*	X8025	10165	95749532	95951459	201928	-	0	overlapStart	0	SLC25A13
chr7	96339128	96339178	51	*	X8026	7979	96302237	96339203	36967	-	0	inside	24	SEM1
chr7	96339191	96339226	36	*	X8027	7979	96302237	96339203	36967	-	0	overlapStart	0	SEM1
chr7	97501437	97501773	337	*	X8029	440	97481429	97501854	20426	-	0	inside	80	ASNS
chr7	98741880	98741938	59	*	X8030	57154	98625058	98741743	116686	-	136	upstream	136	SMURF1
chr7	98923312	98923521	210	*	X8031	10552	98923496	98985884	62389	+	0	overlapStart	0	ARPC1A
chr7	98923580	98923686	107	*	X8032	10552	98923496	98985884	62389	+	0	inside	83	ARPC1A
chr7	99006314	99006327	14	*	X8033	11333	98992298	99006305	14008	-	8	upstream	8	PDAP1
chr7	99006314	99006327	14	*	X8033	8896	99006592	99017239	10648	+	264	upstream	264	BUD31
chr7	99036266	99036489	224	*	X8034	10898	99036563	99054996	18434	+	73	upstream	73	CPSF4
chr7	99036266	99036489	224	*	X8034	26024	99014362	99036462	22101	-	0	overlapStart	0	PTCD1
chr7	99036593	99036632	40	*	X8035	10898	99036563	99054996	18434	+	0	inside	29	CPSF4
chr7	99036593	99036632	40	*	X8035	26024	99014362	99036462	22101	-	130	upstream	130	PTCD1
chr7	99063536	99063917	382	*	X8036	100526740	99014362	99063824	49463	-	0	overlapStart	0	ATP5MF-PTCD1
chr7	99063536	99063917	382	*	X8036	9551	99055784	99063824	8041	-	0	overlapStart	0	ATP5MF
chr7	99070507	99070603	97	*	X8037	285989	99070515	99085217	14703	+	0	overlapStart	0	ZNF789
chr7	99097790	99098041	252	*	X8038	84124	99090854	99097877	7024	-	0	overlapStart	0	ZNF394
chr7	99156169	99156186	18	*	X8040	221786	99143923	99156115	12193	-	53	upstream	53	FAM200A
chr7	99156169	99156186	18	*	X8040	79027	99156045	99174076	18032	+	0	inside	123	ZNF655
chr7	99156203	99156214	12	*	X8041	221786	99143923	99156115	12193	-	87	upstream	87	FAM200A
chr7	99156203	99156214	12	*	X8041	79027	99156045	99174076	18032	+	0	inside	157	ZNF655
chr7	99156238	99156565	328	*	X8042	221786	99143923	99156115	12193	-	122	upstream	122	FAM200A
chr7	99156238	99156565	328	*	X8042	79027	99156045	99174076	18032	+	0	inside	192	ZNF655
chr7	99214133	99214152	20	*	X8043	221785	99214571	99336131	121561	+	418	upstream	418	ZSCAN25
chr7	99214230	99214297	68	*	X8044	221785	99214571	99336131	121561	+	273	upstream	273	ZSCAN25
chr7	99214471	99214700	230	*	X8045	221785	99214571	99336131	121561	+	0	overlapStart	0	ZSCAN25
chr7	99613163	99613289	127	*	X8046	7586	99613219	99635403	22185	+	0	overlapStart	0	ZKSCAN1
chr7	99686407	99686546	140	*	X8048	10980	99686583	99689822	3240	+	36	upstream	36	COPS6
chr7	99686637	99686704	68	*	X8049	10980	99686583	99689822	3240	+	0	inside	53	COPS6
chr7	99698101	99698520	420	*	X8050	9179	99699130	99707942	8813	+	609	upstream	609	AP4M1
chr8	100025101	100025688	588	*	X8051	157680	100025494	100889814	864321	+	0	overlapStart	0	VPS13B
chr8	101322060	101322158	99	*	X8054	25897	101269288	101322379	53092	-	0	inside	220	RNF19A
chr8	101571766	101571959	194	*	X8055	157567	101521980	101572014	50035	-	0	inside	54	ANKRD46
chr8	103667844	103667919	76	*	X8060	7071	103661005	103667983	6979	-	0	inside	63	KLF10
chr8	103876285	103876402	118	*	X8061	51582	103838536	103876397	37862	-	0	overlapStart	0	AZIN1
chr8	104033264	104033448	185	*	X8062	528	104033248	104085285	52038	+	0	inside	15	ATP6V1C1
chr8	104427008	104427508	501	*	X8063	25879	104426942	104455680	28739	+	0	inside	65	DCAF13
chr8	104427008	104427508	501	*	X8063	81034	104410866	104427563	16698	-	0	inside	54	SLC25A32
chr8	104427582	104427665	84	*	X8064	81034	104410866	104427563	16698	-	18	upstream	18	SLC25A32
chr8	105601319	105601352	34	*	X8065	29967	105501459	105601252	99794	-	66	upstream	66	LRP12
chr8	105601457	105601582	126	*	X8066	29967	105501459	105601252	99794	-	204	upstream	204	LRP12
chr8	107282132	107282340	209	*	X8067	55074	107282406	107764921	482516	+	65	upstream	65	OXR1
chr8	107282636	107282644	9	*	X8068	55074	107282406	107764921	482516	+	0	inside	229	OXR1
chr8	109260633	109261018	386	*	X8071	3646	109213972	109260959	46988	-	0	overlapStart	0	EIF3E
chr8	109261093	109261111	19	*	X8072	3646	109213972	109260959	46988	-	133	upstream	133	EIF3E
chr8	109455545	109455648	104	*	X8073	9694	109455853	109499136	43284	+	204	upstream	204	EMC2
chr8	109455980	109456007	28	*	X8074	9694	109455853	109499136	43284	+	0	inside	126	EMC2
chr8	109456072	109456098	27	*	X8075	9694	109455853	109499136	43284	+	0	inside	218	EMC2
chr8	110346566	110346630	65	*	X8076	56943	110346552	110358189	11638	+	0	inside	13	ENY2
chr8	110346566	110346630	65	*	X8076	84955	110253148	110346350	93203	-	215	upstream	215	NUDCD1
chr8	110552059	110552647	589	*	X8077	9166	110551929	110577391	25463	+	0	inside	129	EBAG9
chr8	11141952	11142077	126	*	X8078	66036	11142000	11185654	43655	+	0	overlapStart	0	MTMR9
chr8	11627281	11627311	31	*	X8080	252969	11627172	11644854	17683	+	0	inside	108	NEIL2
chr8	11725438	11725572	135	*	X8084	1508	11700034	11725646	25613	-	0	inside	73	CTSB
chr8	117886351	117886364	14	*	X8086	644660	117886663	117889107	2445	+	298	upstream	298	RAD21-AS1
chr8	117886849	117886884	36	*	X8087	5885	117858173	117887105	28933	-	0	inside	220	RAD21
chr8	117886849	117886884	36	*	X8087	644660	117886663	117889107	2445	+	0	inside	185	RAD21-AS1
chr8	118533228	118533250	23	*	X8088	90390	118532965	118552501	19537	+	0	inside	262	MED30
chr8	119124277	119124410	134	*	X8090	2131	118811602	119124058	312457	-	218	upstream	218	EXT1
chr8	120886139	120886155	17	*	X8091	64798	120885900	121063157	177258	+	0	inside	238	DEPTOR
chr8	120886176	120886186	11	*	X8092	64798	120885900	121063157	177258	+	0	inside	275	DEPTOR
chr8	121457240	121457751	512	*	X8094	27085	121457638	121535875	78238	+	0	overlapStart	0	MTBP
chr8	121457240	121457751	512	*	X8094	28998	121408083	121457647	49565	-	0	overlapStart	0	MRPL13
chr8	124085019	124085070	52	*	X8095	93594	124084920	124164392	79473	+	0	inside	98	TBC1D31
chr8	124253350	124253367	18	*	X8097	84933	124232196	124253638	21443	-	0	inside	270	C8orf76
chr8	124253416	124253606	191	*	X8098	84933	124232196	124253638	21443	-	0	inside	31	C8orf76
chr8	124286473	124286527	55	*	X8099	100533106	124238429	124286727	48299	-	0	inside	199	ZHX1-C8orf76
chr8	125551173	125551568	396	*	X8101	4715	125551343	125580751	29409	+	0	overlapStart	0	NDUFB9
chr8	125551173	125551568	396	*	X8101	83940	125500735	125551329	50595	-	0	overlapStart	0	TATDN1
chr8	125985591	125985696	106	*	X8102	137209	125985539	125991630	6092	+	0	inside	51	ZNF572
chr8	126103782	126104175	394	*	X8104	286053	126104083	126379367	275285	+	0	overlapStart	0	NSMCE2
chr8	126103782	126104175	394	*	X8104	9897	126036503	126104061	67559	-	0	overlapStart	0	WASHC5
chr8	126442623	126442697	75	*	X8107	10221	126442563	126450644	8082	+	0	inside	59	TRIB1
chr8	126442732	126442816	85	*	X8108	10221	126442563	126450644	8082	+	0	inside	168	TRIB1
chr8	126442830	126442865	36	*	X8109	10221	126442563	126450644	8082	+	0	inside	266	TRIB1
chr8	127570588	127570613	26	*	X8111	157638	127564683	127570711	6029	-	0	inside	97	LRATD2
chr8	127570629	127570677	49	*	X8112	157638	127564683	127570711	6029	-	0	inside	33	LRATD2
chr8	128807087	128807099	13	*	X8113	100302185	128808208	128808274	67	+	1108	upstream	1108	MIR1204
chr8	128807087	128807099	13	*	X8113	5820	128806803	129113499	306697	+	0	inside	283	PVT1
